path,config_id,class,config_json,leaf,params,macs,input_kind,input_shapes,out_shapes,count,lat_mean_ms,lat_median_ms,lat_std_ms
model.23.cv3.1.0.1.conv,32e3e6c6f84c211c,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",True,10240,12288000,tensor,"[[1, 128, 30, 40]]","[[1, 80, 30, 40]]",7,1.1367,0.9871,0.2546
model.23.cv3.1.1,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,7440,,tensor,"[[1, 80, 30, 40]]","[[1, 80, 30, 40]]",7,1.8656,1.7917,0.1708
model.23.cv3.1.1.0,2188c0829e6d5cd1,DWConv,"{""class"": ""DWConv""}",False,880,,tensor,"[[1, 80, 30, 40]]","[[1, 80, 30, 40]]",7,0.8781,0.8635,0.0771
model.23.cv3.1.1.0.conv,bad3a9a20ad05df8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 80, ""in_channels"": 80, ""kernel_size"": [3, 3], ""out_channels"": 80, ""padding"": [1, 1], ""stride"": [1, 1]}",True,720,864000,tensor,"[[1, 80, 30, 40]]","[[1, 80, 30, 40]]",7,0.6588,0.6449,0.0561
model.23.cv3.1.1.1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,6560,,tensor,"[[1, 80, 30, 40]]","[[1, 80, 30, 40]]",7,0.9522,0.9059,0.1042
model.23.cv3.1.1.1.conv,a5f3b7a368f1fd18,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 80, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",True,6400,7680000,tensor,"[[1, 80, 30, 40]]","[[1, 80, 30, 40]]",7,0.7359,0.7039,0.09
model.23.cv3.1.2,a5f3b7a368f1fd18,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 80, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",True,6480,7680000,tensor,"[[1, 80, 30, 40]]","[[1, 80, 30, 40]]",7,0.8844,0.8821,0.1998
model.23.cv3.2,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,37376,,tensor,"[[1, 256, 15, 20]]","[[1, 80, 15, 20]]",7,3.5532,3.401,0.3085
model.23.cv3.2.0,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,23456,,tensor,"[[1, 256, 15, 20]]","[[1, 80, 15, 20]]",7,1.9963,1.9033,0.353
model.23.cv3.2.0.0,2188c0829e6d5cd1,DWConv,"{""class"": ""DWConv""}",False,2816,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",7,1.0866,0.9829,0.2125
model.23.cv3.2.0.0.conv,1f19a8bb82916c1e,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 256, ""in_channels"": 256, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [1, 1]}",True,2304,691200,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",7,0.8877,0.8052,0.2037
model.23.cv3.2.0.1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,20640,,tensor,"[[1, 256, 15, 20]]","[[1, 80, 15, 20]]",7,0.8758,0.7631,0.3433
model.23.cv3.2.0.1.conv,5d788137f50eda55,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",True,20480,6144000,tensor,"[[1, 256, 15, 20]]","[[1, 80, 15, 20]]",7,0.7171,0.6082,0.3358
model.23.cv3.2.1,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,7440,,tensor,"[[1, 80, 15, 20]]","[[1, 80, 15, 20]]",7,1.1018,1.0869,0.0773
model.23.cv3.2.1.0,2188c0829e6d5cd1,DWConv,"{""class"": ""DWConv""}",False,880,,tensor,"[[1, 80, 15, 20]]","[[1, 80, 15, 20]]",7,0.5466,0.548,0.0277
model.23.cv3.2.1.0.conv,bad3a9a20ad05df8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 80, ""in_channels"": 80, ""kernel_size"": [3, 3], ""out_channels"": 80, ""padding"": [1, 1], ""stride"": [1, 1]}",True,720,216000,tensor,"[[1, 80, 15, 20]]","[[1, 80, 15, 20]]",7,0.3903,0.3906,0.0205
model.23.cv3.2.1.1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,6560,,tensor,"[[1, 80, 15, 20]]","[[1, 80, 15, 20]]",7,0.5239,0.5078,0.0501
model.23.cv3.2.1.1.conv,a5f3b7a368f1fd18,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 80, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",True,6400,1920000,tensor,"[[1, 80, 15, 20]]","[[1, 80, 15, 20]]",7,0.3721,0.362,0.0269
model.23.cv3.2.2,a5f3b7a368f1fd18,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 80, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",True,6480,1920000,tensor,"[[1, 80, 15, 20]]","[[1, 80, 15, 20]]",7,0.4103,0.3413,0.1863
model.23.dfl,72e101dbcdb1c173,DFL,"{""class"": ""DFL""}",False,16,,tensor,"[[1, 64, 6300]]","[[1, 4, 6300]]",7,3.1435,3.2987,0.2784
model.23.dfl.conv,c8d53189cd2396c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [1, 1], ""out_channels"": 1, ""padding"": [0, 0], ""stride"": [1, 1]}",True,16,403200,tensor,"[[1, 16, 4, 6300]]","[[1, 1, 4, 6300]]",7,1.2424,1.2314,0.1038
